age,income,employment_years,debt,loan_amount,credit_history_years,num_loans,late_payments,credit_utilization,savings,employment_status,payment_history,creditworthy
25,88362.0,0.6,32231.0,31418.0,6.0,1,1,0.806,32280.0,Employed,Excellent,1
25,48256.0,9.5,11177.0,11601.0,4.1,0,0,0.143,33558.0,Employed,Excellent,1
58,41949.0,6.7,1047.0,26304.0,2.5,5,0,0.477,36856.0,Employed,Excellent,1
25,47838.0,10.6,2777.0,33484.0,10.1,2,4,0.769,11637.0,Employed,Good,0
23,66218.0,5.8,26048.0,30653.0,1.8,0,1,0.205,4381.0,Employed,Good,1
39,52685.0,0.4,22982.0,10286.0,7.5,0,1,0.583,26105.0,Employed,Excellent,1
62,46305.0,9.9,18609.0,20005.0,4.7,4,2,0.447,27614.0,Employed,Good,0
52,87278.0,4.5,16538.0,34173.0,4.9,6,0,0.365,48958.0,Employed,Excellent,1
25,52487.0,7.4,45122.0,17018.0,2.6,2,2,0.445,40617.0,Employed,Excellent,0
58,105591.0,3.4,72814.0,41415.0,4.5,7,0,0.156,22754.0,Employed,Average,0
58,56996.0,12.6,12065.0,23530.0,7.0,3,3,0.173,20465.0,Employed,Average,0
57,94277.0,2.5,31616.0,11956.0,7.9,5,1,0.253,79830.0,Employed,Average,1
61,62861.0,4.7,34140.0,24138.0,3.9,1,1,0.24,37906.0,Employed,Average,1
31,76185.0,6.4,45610.0,11875.0,6.6,4,0,0.484,32338.0,Employed,Poor,0
65,39059.0,1.6,10160.0,9918.0,10.6,2,5,0.062,29653.0,Employed,Average,0
35,36217.0,7.3,25098.0,1960.0,0.5,6,1,0.38,21370.0,Employed,Excellent,0
57,65114.0,12.4,5878.0,6761.0,7.0,3,1,0.595,15104.0,Self-employed,Excellent,1
47,76748.0,4.0,24775.0,37708.0,3.2,0,3,0.406,14540.0,Employed,Good,0
56,55886.0,7.6,29260.0,28886.0,2.8,1,1,0.126,38515.0,Employed,Good,1
49,26699.0,0.0,14427.0,3929.0,8.0,2,0,0.878,22219.0,Employed,Average,0
49,25074.0,5.8,14100.0,14077.0,4.8,3,3,0.648,6166.0,Employed,Excellent,0
48,23603.0,4.7,2154.0,10643.0,2.1,2,1,0.256,6366.0,Self-employed,Poor,0
56,18000.0,2.7,500.0,13598.0,12.3,4,0,0.251,7379.0,Unemployed,Good,0
54,57409.0,10.3,5809.0,26468.0,10.7,7,2,0.11,7299.0,Employed,Poor,0
27,79751.0,4.7,14889.0,45981.0,0.5,5,3,0.511,54084.0,Employed,Good,0
58,54705.0,5.3,739.0,20027.0,1.1,2,0,0.707,15595.0,Employed,Excellent,1
45,18000.0,4.5,7033.0,18137.0,9.4,5,2,0.477,13114.0,Employed,Good,0
35,50803.0,0.0,21864.0,38105.0,5.9,7,0,0.415,31122.0,Employed,Excellent,1
44,51418.0,1.5,23785.0,10655.0,13.0,1,2,0.157,13957.0,Employed,Good,1
64,101112.0,9.8,31784.0,55078.0,9.5,1,0,0.732,58613.0,Employed,Average,0
59,22943.0,0.0,500.0,6315.0,,0,0,0.648,19599.0,Employed,Good,1
58,46405.0,2.9,33594.0,24194.0,2.9,6,1,0.412,25000.0,Employed,Excellent,1
41,92529.0,4.4,12379.0,54953.0,9.0,6,1,0.11,29720.0,Employed,Good,1
56,64900.0,13.0,43687.0,20969.0,1.9,3,1,0.081,54322.0,Self-employed,Good,1
38,67393.0,9.1,9127.0,22734.0,12.2,6,2,0.722,45335.0,Employed,Excellent,1
51,57521.0,3.8,16318.0,24275.0,8.7,5,3,0.528,40364.0,Self-employed,Excellent,1
49,62259.0,11.2,31884.0,32620.0,3.7,7,1,0.412,20112.0,Employed,Average,0
32,72107.0,3.0,30905.0,39214.0,10.2,7,0,0.479,43297.0,Employed,Excellent,1
32,37191.0,10.0,12185.0,23283.0,16.0,7,0,0.197,27891.0,Employed,Poor,0
23,74317.0,0.6,38228.0,34105.0,6.1,3,0,0.357,27922.0,Employed,Excellent,1
27,24794.0,10.3,4187.0,17083.0,9.2,5,2,0.16,4625.0,Self-employed,Average,0
40,62224.0,4.4,36191.0,11105.0,5.3,1,2,0.49,28558.0,Unemployed,Average,0
42,58932.0,1.9,34710.0,36791.0,7.3,7,1,0.536,36500.0,Employed,Excellent,1
28,41442.0,5.1,31932.0,6449.0,1.0,2,4,0.178,5740.0,Employed,Average,0
39,54501.0,7.1,19685.0,15398.0,7.0,3,4,0.02,47102.0,Employed,Good,1
48,41304.0,4.0,13416.0,1000.0,7.2,4,0,0.467,13180.0,Self-employed,Good,1
31,31423.0,8.2,16062.0,11335.0,14.2,6,0,0.448,22838.0,Employed,Average,1
36,47220.0,3.7,25838.0,8362.0,0.5,5,3,0.354,6876.0,Self-employed,Poor,0
37,30712.0,8.5,6653.0,1615.0,5.9,7,1,0.586,21713.0,,Excellent,1
43,62102.0,7.8,17686.0,25944.0,12.2,5,3,0.55,23562.0,Employed,Average,0
37,29698.0,5.8,1862.0,19098.0,6.0,6,1,0.328,14393.0,Employed,Excellent,1
54,70663.0,4.2,29217.0,11417.0,6.3,4,0,0.343,55718.0,Self-employed,Excellent,1
35,29007.0,6.6,4666.0,17139.0,3.7,3,1,0.434,2805.0,Employed,Excellent,1
40,42542.0,8.2,1403.0,7753.0,3.3,7,1,0.563,12963.0,Employed,Good,1
38,41259.0,14.2,6097.0,3589.0,0.5,3,2,0.484,7222.0,Employed,Average,0
29,84153.0,9.8,57788.0,12116.0,4.5,4,2,0.196,38820.0,Employed,Good,1
51,62266.0,9.9,500.0,28048.0,3.0,2,0,0.135,42070.0,Employed,Poor,0
31,50342.0,18.4,500.0,30218.0,7.5,3,2,0.499,1094.0,Self-employed,Average,0
34,65972.0,8.1,29224.0,26462.0,3.8,2,0,0.404,57003.0,Employed,Excellent,1
56,18000.0,7.9,8909.0,3875.0,5.1,2,3,0.403,7866.0,Unemployed,Excellent,1
63,54051.0,8.8,46676.0,15872.0,5.2,6,2,0.082,46954.0,Employed,Good,0
51,98945.0,2.0,67973.0,51139.0,6.8,6,2,0.489,26578.0,Self-employed,Good,0
62,57912.0,4.2,14133.0,28644.0,4.9,5,1,0.225,45458.0,Self-employed,Excellent,1
59,56494.0,4.0,18892.0,22360.0,2.8,0,2,0.706,29328.0,Employed,Excellent,0
42,67059.0,8.6,21007.0,11475.0,7.3,1,1,0.269,57292.0,Unemployed,Good,1
55,74703.0,5.3,1687.0,7579.0,11.3,1,1,0.163,44524.0,Employed,Good,1
35,18000.0,6.6,11184.0,3469.0,7.5,5,2,0.668,6798.0,Employed,Average,0
41,18000.0,10.3,11404.0,10407.0,4.6,7,2,0.1,16194.0,Employed,Average,0
45,59626.0,9.5,9167.0,5675.0,6.5,3,4,0.191,18316.0,Employed,Poor,0
64,39273.0,5.4,17339.0,19186.0,0.5,2,1,0.816,6746.0,Employed,Average,0
59,83865.0,3.3,4811.0,49655.0,6.4,4,1,0.347,37793.0,Self-employed,Good,1
43,48066.0,10.5,12052.0,10105.0,5.4,7,2,0.658,34789.0,Unemployed,Good,0
50,18000.0,9.1,7260.0,5307.0,3.3,2,2,0.082,10553.0,Employed,Excellent,1
30,27104.0,0.0,8590.0,9008.0,4.0,2,0,0.255,5904.0,Self-employed,Poor,0
57,18000.0,4.7,4559.0,8742.0,5.4,4,0,0.296,10006.0,Self-employed,Good,1
45,49849.0,6.7,500.0,28015.0,11.0,7,1,0.318,21734.0,Self-employed,Excellent,1
44,50856.0,9.1,10000.0,24300.0,11.4,5,2,0.398,8845.0,Employed,Average,1
55,45662.0,9.6,4053.0,1785.0,3.3,4,2,0.661,8321.0,Employed,Good,1
49,78735.0,7.1,52390.0,19908.0,4.9,5,2,0.081,11968.0,Employed,Poor,0
24,81367.0,8.3,55791.0,6129.0,5.0,0,0,0.07,39998.0,Self-employed,Excellent,1
33,51251.0,6.3,21761.0,12232.0,10.2,6,4,0.299,10853.0,Employed,Good,1
28,18000.0,3.3,5199.0,3046.0,7.6,0,1,0.315,6836.0,Self-employed,Poor,0
54,68580.0,5.0,37088.0,26750.0,7.4,3,0,0.876,20423.0,Unemployed,Good,0
22,67218.0,6.1,28010.0,23907.0,9.1,2,0,0.863,47895.0,Employed,Good,1
30,61807.0,5.9,14096.0,37700.0,4.6,5,2,0.241,35490.0,Self-employed,Good,1
47,76593.0,0.0,6100.0,10581.0,12.5,1,3,0.055,35398.0,Employed,,1
52,29374.0,4.4,8521.0,9071.0,7.0,1,3,0.369,17102.0,Employed,Excellent,1
43,99193.0,6.2,44183.0,1801.0,3.6,7,0,0.051,20577.0,Employed,Good,1
59,33893.0,4.9,5470.0,5113.0,6.1,3,1,0.17,28559.0,Unemployed,Good,1
62,71483.0,5.0,,43983.0,11.9,5,1,0.368,9859.0,Self-employed,Excellent,1
26,18000.0,8.0,3832.0,7639.0,5.3,4,2,0.824,0.0,Self-employed,Good,0
63,34534.0,1.7,11224.0,2756.0,10.8,4,0,0.542,14391.0,Employed,Good,1
48,88360.0,0.0,31404.0,32946.0,4.5,5,1,0.414,4175.0,Employed,Average,0
49,49260.0,4.6,24083.0,27147.0,3.9,5,1,0.576,20222.0,Self-employed,,0
25,73478.0,9.1,30524.0,44933.0,9.6,7,2,0.348,51969.0,Unemployed,Good,1
48,60213.0,12.8,10998.0,23071.0,3.5,6,3,0.654,26525.0,Unemployed,Excellent,1
53,52691.0,9.1,2309.0,4361.0,10.3,2,6,0.103,4187.0,Self-employed,Good,1
47,85005.0,0.1,53009.0,28920.0,8.4,1,3,0.505,56372.0,Self-employed,Excellent,1
24,49794.0,5.1,23173.0,6216.0,3.5,6,2,0.577,20441.0,Employed,Poor,0
44,18000.0,7.0,500.0,1000.0,6.7,2,0,0.36,8684.0,Self-employed,Excellent,1
63,37329.0,6.7,7113.0,18509.0,4.8,2,1,0.395,11943.0,Employed,Average,0
53,67126.0,8.2,35610.0,35522.0,8.4,0,2,0.492,59767.0,Self-employed,Good,0
27,63701.0,2.3,40471.0,8188.0,14.6,4,0,0.121,35382.0,Employed,Average,1
64,20525.0,6.3,13240.0,15353.0,5.5,4,0,0.841,1766.0,Unemployed,Average,0
64,39064.0,7.7,15016.0,20116.0,9.1,6,1,0.219,11483.0,Employed,Average,0
28,42202.0,9.3,14972.0,19379.0,7.1,5,3,0.694,20961.0,Employed,Good,0
57,46960.0,2.8,11558.0,12885.0,7.1,5,0,0.53,10999.0,Employed,Good,1
39,24730.0,4.6,500.0,8706.0,6.3,4,2,0.098,16025.0,Employed,Average,1
47,41176.0,0.0,14976.0,14129.0,3.6,6,2,0.185,17425.0,Self-employed,Excellent,1
41,38971.0,3.5,13642.0,8620.0,8.3,7,0,0.205,6418.0,Self-employed,Good,1
56,71974.0,3.9,16830.0,19116.0,5.8,6,1,0.306,17924.0,Employed,Average,1
65,72801.0,1.9,45842.0,18610.0,3.4,2,3,0.314,56660.0,Employed,Good,0
56,51792.0,6.7,17813.0,7682.0,11.1,2,0,0.787,13761.0,Self-employed,Good,1
62,46375.0,5.8,588.0,6664.0,7.4,0,1,0.318,26967.0,Unemployed,Average,1
63,58078.0,0.0,19272.0,35347.0,6.1,7,3,0.222,54556.0,Self-employed,Excellent,1
25,37035.0,6.9,20298.0,21095.0,12.4,5,1,0.182,4396.0,Employed,Average,0
32,29770.0,2.3,20754.0,11682.0,0.5,7,1,0.665,16428.0,Self-employed,Average,0
53,34315.0,7.9,13707.0,22308.0,12.1,6,2,0.134,21807.0,Employed,Excellent,1
47,41034.0,0.9,38833.0,6314.0,3.5,3,1,0.725,10757.0,Unemployed,Excellent,0
23,29404.0,6.1,22007.0,7504.0,7.8,1,1,0.758,11654.0,Employed,Poor,0
25,58565.0,4.9,34387.0,26884.0,4.6,0,1,0.298,50159.0,Employed,Excellent,1
44,71054.0,7.2,49053.0,28248.0,3.3,6,2,0.605,14930.0,Employed,Poor,0
48,20084.0,6.5,14926.0,1937.0,12.3,2,3,0.427,8960.0,Self-employed,Good,0
28,55553.0,5.0,25676.0,18448.0,14.4,3,1,0.15,21324.0,Employed,Good,1
28,50161.0,0.0,19410.0,18546.0,6.1,6,2,0.465,50759.0,Self-employed,Average,1
26,,0.1,33671.0,27468.0,8.3,3,1,0.585,35052.0,Employed,Good,0
46,54715.0,3.7,7877.0,15640.0,7.2,7,1,0.565,12028.0,Self-employed,Good,1
21,23021.0,6.0,11606.0,4351.0,13.9,4,0,0.437,10008.0,Employed,Good,1
46,27227.0,3.6,14395.0,2283.0,0.5,6,2,0.077,1742.0,Employed,Good,1
42,55647.0,8.5,20188.0,26706.0,8.5,1,4,0.085,37307.0,Self-employed,Excellent,1
41,77633.0,4.9,51782.0,14503.0,4.1,3,1,0.364,69577.0,Employed,Average,0
51,18000.0,2.1,4867.0,14208.0,0.5,1,2,0.581,19722.0,Employed,Good,0
44,62606.0,4.9,16066.0,36051.0,5.6,0,2,0.227,40229.0,Employed,Average,0
53,81172.0,6.9,10318.0,22603.0,14.4,7,2,0.473,54126.0,Self-employed,Good,1
55,51633.0,7.3,27035.0,27213.0,4.4,4,1,0.314,39268.0,Employed,Good,0
62,67104.0,13.5,24022.0,3794.0,10.2,2,2,0.286,46066.0,Employed,Excellent,1
56,39532.0,3.3,9556.0,6097.0,11.8,3,4,0.405,0.0,Employed,Poor,0
44,52374.0,5.7,,15806.0,6.9,1,2,0.582,45094.0,Self-employed,Good,0
43,19340.0,7.7,6284.0,8475.0,7.5,0,0,0.172,9447.0,Employed,Poor,0
31,18000.0,5.9,944.0,7240.0,0.5,7,3,0.215,4405.0,Employed,Average,0
47,75741.0,4.0,52777.0,46404.0,4.1,0,1,0.664,20321.0,Employed,Average,0
27,33330.0,0.0,17718.0,8659.0,10.6,3,1,0.126,392.0,Employed,Good,1
62,44978.0,4.0,27012.0,19101.0,7.2,1,0,0.512,11584.0,Employed,Excellent,0
59,24498.0,1.7,16995.0,3780.0,8.5,7,0,0.248,0.0,Employed,Good,0
26,23981.0,0.0,16090.0,7002.0,7.5,1,1,0.143,5446.0,Employed,Average,0
56,51176.0,2.8,8304.0,6012.0,15.8,3,2,0.4,16516.0,Employed,Good,1
26,38949.0,1.8,6908.0,22176.0,5.3,6,3,0.67,11636.0,Employed,Excellent,0
53,63315.0,8.3,6498.0,32946.0,13.4,4,1,0.172,21063.0,Employed,Good,1
24,64956.0,8.4,28075.0,42940.0,7.5,3,1,0.576,65450.0,Self-employed,Excellent,1
42,62059.0,2.4,26425.0,13750.0,13.8,4,1,0.19,27050.0,Employed,Good,1
50,60249.0,5.0,25537.0,4307.0,2.1,3,2,0.548,22622.0,Self-employed,Good,1
53,89711.0,0.0,23307.0,31846.0,7.7,2,0,0.457,48280.0,Employed,Excellent,1
39,31513.0,4.0,3285.0,23669.0,5.4,4,1,0.384,13581.0,Employed,Excellent,1
62,53791.0,7.6,27040.0,10011.0,7.6,2,1,0.47,5972.0,,Excellent,1
55,79919.0,9.3,64664.0,7703.0,11.9,7,1,0.086,43567.0,Employed,Good,1
30,82820.0,3.1,29039.0,9298.0,8.5,3,4,0.115,17676.0,Self-employed,Poor,0
51,23721.0,10.2,7278.0,13821.0,11.9,6,2,0.147,10752.0,Employed,Excellent,1
53,48128.0,0.0,17429.0,22247.0,4.3,1,0,0.378,8239.0,Employed,Average,0
36,84879.0,1.0,32587.0,34165.0,3.7,5,2,0.741,36913.0,Employed,Excellent,1
54,66178.0,8.8,21772.0,1000.0,7.1,4,2,0.512,17826.0,Employed,Good,1
61,59296.0,12.7,24770.0,28942.0,6.8,5,2,0.637,16941.0,Self-employed,Excellent,1
57,50211.0,8.0,28747.0,17069.0,6.3,3,4,0.31,32335.0,Employed,Average,0
55,46556.0,5.8,16398.0,2602.0,3.2,5,2,0.131,8889.0,Self-employed,Average,0
49,61341.0,0.0,19252.0,17590.0,11.8,0,2,0.428,30141.0,Self-employed,Average,1
33,49448.0,0.0,3693.0,17874.0,5.5,5,5,0.439,11243.0,Self-employed,Excellent,1
56,54063.0,6.5,36091.0,18119.0,12.7,6,1,0.534,32739.0,Employed,Average,0
37,56729.0,4.6,21479.0,37141.0,7.1,3,2,0.382,43077.0,Employed,Excellent,1
44,40082.0,1.6,8330.0,9689.0,9.6,0,1,0.278,25897.0,Employed,Good,1
35,66707.0,6.3,6609.0,19834.0,9.2,4,2,0.157,38711.0,Self-employed,Average,1
35,119113.0,6.5,49413.0,56411.0,3.7,6,1,0.526,100000.0,Employed,Good,1
28,18000.0,9.8,18677.0,6009.0,8.5,3,0,0.279,8454.0,Employed,Average,0
64,62128.0,6.5,4014.0,1000.0,14.7,0,3,0.298,45771.0,Employed,Average,1
27,38276.0,10.9,7628.0,16468.0,8.0,3,0,0.424,10921.0,Self-employed,Average,0
24,67703.0,6.0,16154.0,9785.0,10.6,7,1,0.621,24368.0,Employed,Good,1
63,56024.0,5.5,27622.0,19338.0,9.8,2,1,0.333,46976.0,Employed,Good,1
45,71761.0,10.3,55641.0,32576.0,8.2,4,2,0.136,57803.0,Self-employed,Good,1
40,80861.0,2.1,23855.0,37122.0,7.7,2,2,0.281,57985.0,Self-employed,Good,0
54,59233.0,17.3,26806.0,8629.0,9.2,5,3,0.369,21260.0,Self-employed,Average,0
38,79905.0,7.5,51180.0,12493.0,10.1,3,1,0.476,38415.0,Employed,,1
26,18000.0,7.5,11093.0,11362.0,1.6,3,2,0.234,0.0,Employed,Average,0
53,89990.0,8.1,25744.0,18627.0,8.0,4,0,0.2,56086.0,Employed,,1
28,63251.0,13.5,5609.0,37252.0,6.3,4,0,0.452,24865.0,Employed,Good,1
45,78713.0,9.2,22496.0,27761.0,5.4,3,0,0.316,24718.0,Employed,Poor,0
63,28163.0,0.0,22475.0,13648.0,12.2,2,1,0.626,3072.0,Employed,Excellent,0
63,36723.0,11.6,12235.0,11289.0,4.1,0,2,0.1,31042.0,Employed,Excellent,1
37,58211.0,4.6,32284.0,27276.0,1.4,5,0,0.344,8673.0,Employed,Average,0
56,54625.0,6.4,36575.0,4196.0,10.2,2,2,0.413,13084.0,Self-employed,Excellent,1
48,61228.0,0.9,22816.0,15819.0,1.3,4,0,0.332,20764.0,Employed,Good,1
42,78859.0,8.1,16362.0,6889.0,0.5,3,2,0.511,35187.0,Unemployed,Average,0
27,18000.0,3.4,7872.0,1000.0,10.6,6,3,0.325,2070.0,Self-employed,Good,1
37,76424.0,6.4,48058.0,49561.0,7.6,5,1,0.285,58107.0,Employed,Poor,0
50,55182.0,4.9,23469.0,29050.0,8.9,3,1,0.681,14541.0,Employed,Average,0
65,50517.0,13.7,8180.0,17829.0,5.2,2,4,0.421,9307.0,Unemployed,Good,0
21,22635.0,13.9,500.0,3834.0,1.5,5,0,0.585,7374.0,Unemployed,Poor,0
53,66067.0,6.2,38373.0,22549.0,2.3,0,1,0.627,23144.0,Employed,Good,0
59,18000.0,6.3,5885.0,9706.0,5.9,0,0,0.442,10128.0,Employed,Excellent,1
63,69265.0,4.5,38724.0,38780.0,1.9,0,2,0.508,20417.0,Unemployed,Average,0
40,22174.0,10.4,1620.0,11815.0,8.2,2,3,0.414,7890.0,Employed,Good,1
26,56176.0,4.7,33867.0,26899.0,5.2,3,2,0.711,24658.0,Employed,Good,0
33,52378.0,4.3,28122.0,8213.0,7.7,2,3,0.035,15391.0,Employed,Good,1
59,80730.0,9.9,42554.0,54565.0,7.6,1,2,0.197,23617.0,Self-employed,Excellent,1
60,51070.0,3.8,24715.0,1594.0,8.5,2,0,0.543,14240.0,Employed,Excellent,1
49,39729.0,5.8,27274.0,11854.0,9.0,3,1,0.551,14140.0,Employed,Good,0
26,43855.0,0.0,33475.0,19977.0,5.6,2,2,0.537,15273.0,Self-employed,Poor,0
26,83003.0,8.8,43088.0,11146.0,7.7,4,2,0.405,67909.0,Employed,,1
42,66799.0,13.8,21583.0,12538.0,7.9,3,5,0.432,3989.0,Employed,Good,0
47,46516.0,8.9,9993.0,10018.0,0.5,7,1,0.538,23762.0,Employed,Good,1
22,49798.0,11.8,31346.0,18135.0,9.6,7,1,0.503,13990.0,Employed,Excellent,1
51,20522.0,2.6,12169.0,4361.0,7.6,5,1,0.637,7356.0,Unemployed,Good,0
45,63546.0,6.9,771.0,33099.0,9.3,4,2,0.551,27085.0,Employed,Good,1
21,18000.0,2.2,500.0,5312.0,1.9,0,1,0.526,23390.0,Employed,Average,0
25,71540.0,5.1,45780.0,51440.0,5.7,4,0,0.604,45037.0,Employed,Good,0
41,57830.0,9.1,37866.0,21086.0,2.6,3,1,0.352,41387.0,Employed,Poor,0
53,107513.0,6.4,73966.0,64082.0,10.0,2,2,0.421,22530.0,Employed,Average,0
58,30797.0,0.3,13592.0,9786.0,1.4,6,2,0.524,15001.0,Employed,Excellent,0
40,52741.0,0.7,25163.0,15585.0,3.3,0,0,0.685,36103.0,Employed,Poor,0
34,94562.0,0.5,53232.0,5107.0,9.1,2,2,0.112,40236.0,Employed,Excellent,1
64,81211.0,8.0,20672.0,4989.0,4.5,6,4,0.49,51016.0,Employed,Poor,0
41,39683.0,14.3,5319.0,13596.0,3.3,7,2,0.715,8050.0,Employed,Good,1
35,59927.0,11.4,39002.0,5657.0,10.6,4,0,0.616,26680.0,Employed,Good,1
40,55044.0,0.0,1490.0,25311.0,10.8,4,1,0.524,7579.0,Employed,Good,1
21,61203.0,11.7,27047.0,30448.0,9.9,7,1,0.476,35223.0,Employed,Good,1
34,39629.0,9.7,18445.0,2199.0,10.4,0,0,0.536,12332.0,Self-employed,Average,0
44,53035.0,0.0,28570.0,17327.0,6.1,3,0,0.213,2159.0,Employed,Average,0
62,19843.0,4.8,1897.0,11171.0,6.2,1,0,0.723,0.0,Self-employed,Good,0
54,57973.0,10.4,38092.0,36550.0,4.4,3,0,0.062,14793.0,Self-employed,Average,0
56,64900.0,8.2,15029.0,12950.0,7.7,7,0,0.622,33415.0,Self-employed,Good,1
45,49997.0,0.8,28286.0,37096.0,4.9,4,2,0.064,0.0,Self-employed,Good,0
25,19469.0,8.4,4338.0,15446.0,5.3,7,1,0.667,13882.0,Employed,Excellent,1
38,76748.0,0.0,41763.0,36169.0,9.4,4,1,0.516,70122.0,Employed,Average,0
65,63020.0,5.1,42569.0,15020.0,11.7,6,1,0.399,56290.0,Self-employed,Good,1
22,39028.0,10.6,4712.0,15033.0,8.6,1,2,0.472,4899.0,,Good,1
60,48827.0,6.1,13645.0,25210.0,14.2,2,1,0.423,19600.0,Employed,Average,1
51,21985.0,4.0,13257.0,5313.0,4.2,2,3,0.031,16319.0,Employed,Average,0
33,32441.0,9.6,9541.0,14757.0,0.5,6,2,0.35,18377.0,Employed,Excellent,0
56,43168.0,9.9,13086.0,27424.0,9.9,4,2,0.544,6822.0,Employed,Good,0
58,82025.0,11.2,31045.0,32501.0,3.9,1,2,0.804,61907.0,Employed,Good,1
22,40931.0,9.5,27649.0,21816.0,5.9,1,2,0.387,15346.0,Employed,Excellent,0
25,69085.0,10.3,32653.0,22809.0,0.5,3,1,0.33,51066.0,Self-employed,Good,1
50,43157.0,8.9,13148.0,19081.0,3.4,1,3,0.068,43075.0,Employed,Average,1
65,60455.0,7.1,51147.0,34069.0,1.0,5,2,0.286,49266.0,Employed,Good,0
22,51889.0,6.4,19751.0,2781.0,5.3,6,1,0.412,21277.0,Employed,Average,0
50,74207.0,5.1,,8784.0,5.4,7,4,0.549,11474.0,Employed,Poor,0
27,43234.0,1.2,12781.0,12996.0,7.4,1,1,0.195,24772.0,Employed,Excellent,1
50,20404.0,2.2,627.0,16076.0,12.0,3,1,0.64,13471.0,Self-employed,Good,1
49,24597.0,4.9,9064.0,3145.0,9.7,4,3,0.501,15507.0,Employed,Excellent,1
25,43299.0,7.0,19733.0,25998.0,0.5,3,2,0.394,19897.0,Self-employed,Average,0
51,27521.0,11.8,6555.0,7740.0,9.4,3,2,0.76,22750.0,Employed,Good,1
61,64025.0,5.8,28587.0,13952.0,7.4,1,2,0.426,32566.0,Employed,Good,1
59,44753.0,10.0,9050.0,29447.0,6.6,0,0,0.633,31661.0,Employed,Average,0
22,107241.0,10.3,38805.0,44844.0,6.9,3,3,0.517,73667.0,Employed,Average,0
32,18000.0,5.1,500.0,9688.0,7.8,0,0,0.46,15102.0,Employed,Good,1
31,59480.0,8.4,34061.0,6048.0,4.2,0,2,0.365,34384.0,Employed,Average,0
41,30185.0,5.0,15219.0,3133.0,6.3,4,1,0.141,17065.0,Employed,Poor,0
27,44145.0,11.3,13731.0,5012.0,11.7,6,2,0.108,23616.0,Employed,Good,1
59,58111.0,8.5,11839.0,9555.0,4.2,4,2,0.397,6575.0,Self-employed,Excellent,1
55,,1.2,6658.0,12148.0,2.9,0,0,0.452,13969.0,Employed,Average,0
57,60210.0,6.6,38587.0,12996.0,6.8,6,0,0.262,38573.0,Employed,Average,1
29,96864.0,12.6,26981.0,10422.0,2.5,5,1,0.571,49984.0,Self-employed,Good,1
21,45024.0,5.3,28744.0,11781.0,0.5,2,2,0.125,34130.0,Employed,Average,0
61,60716.0,7.8,24156.0,13565.0,5.6,2,2,0.367,49298.0,Employed,Good,0
34,77548.0,8.2,16212.0,46815.0,12.8,7,3,0.557,49007.0,Employed,Good,1
50,51393.0,1.9,36593.0,20102.0,6.8,3,2,0.483,41914.0,Employed,Average,0
61,42219.0,8.0,19562.0,5387.0,7.7,1,2,0.27,25943.0,Self-employed,Average,0
22,18000.0,0.4,500.0,5144.0,0.5,2,4,0.468,12601.0,Employed,Excellent,1
21,69102.0,3.5,60333.0,41142.0,8.8,2,4,0.21,51483.0,Employed,Excellent,1
21,52510.0,10.3,5759.0,31213.0,7.4,3,0,0.583,31882.0,Employed,Good,0
28,32721.0,7.4,15713.0,21323.0,4.3,2,1,0.512,2573.0,Employed,Good,0
23,57785.0,4.8,18561.0,29941.0,7.7,4,3,0.367,18112.0,Employed,Average,0
57,42159.0,7.8,20796.0,23930.0,7.7,2,1,0.237,24406.0,Employed,Excellent,1
48,43375.0,5.8,23263.0,31443.0,2.8,5,2,0.375,22934.0,Employed,Average,0
65,68338.0,6.1,6211.0,4248.0,8.3,3,1,0.658,31672.0,Employed,Good,1
57,25556.0,8.6,16946.0,9908.0,11.8,7,4,0.24,14876.0,Employed,Average,0
64,78041.0,3.1,45508.0,47720.0,6.1,6,0,0.387,49163.0,Self-employed,Good,1
31,24251.0,6.2,19105.0,16219.0,3.5,2,2,0.032,5130.0,Self-employed,Average,0
33,40421.0,4.8,28893.0,8516.0,6.3,0,2,0.667,10674.0,Employed,Good,0
59,97305.0,0.0,59407.0,50045.0,10.4,4,3,0.58,62836.0,Self-employed,Good,0
32,,2.3,37221.0,24272.0,2.1,2,3,0.422,23141.0,Employed,Good,0
23,57147.0,12.3,18793.0,23595.0,9.3,7,1,0.574,37069.0,Self-employed,Good,1
51,34308.0,7.5,13247.0,6501.0,4.3,3,2,0.639,23714.0,Self-employed,Good,0
57,43356.0,0.7,25983.0,14147.0,8.0,2,0,0.304,21556.0,Self-employed,Poor,0
64,56612.0,0.0,18286.0,31980.0,4.7,2,2,0.423,24055.0,Self-employed,Average,0
62,55826.0,5.6,31579.0,17384.0,4.7,6,0,0.283,49401.0,Self-employed,Excellent,1
26,53001.0,12.2,10783.0,14453.0,13.1,0,1,0.646,38988.0,Employed,Average,1
55,54322.0,5.3,25162.0,14070.0,1.4,7,2,0.191,29402.0,Unemployed,Good,0
59,50284.0,11.2,12059.0,26935.0,8.9,1,3,0.812,42059.0,Employed,Good,0
52,23276.0,7.4,15208.0,7648.0,13.9,6,1,0.263,5589.0,Employed,Excellent,1
57,43637.0,7.9,3284.0,22160.0,9.7,4,1,0.184,5908.0,Employed,Excellent,1
58,75122.0,0.7,11894.0,10464.0,1.7,4,1,0.654,36696.0,Employed,Good,1
41,24897.0,9.8,20304.0,18311.0,1.9,1,1,0.514,13523.0,Employed,Good,0
